id,time,director,year,star1,star2,star3,star4,star5,star6,rotten_tomatoes,audience_rating,review1,review2,review3,review4,review5
5152,1 hr. 51 min.,Thomas Vinterberg,2013,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Lasse FogelstrÃ¸m,Susse Wold,Anne Louise Hassing,94,93,You leave The Hunt unsettled in the best sense. Its images and implications are likely to stay in your head a long time.,The Hunt's inexorability feels derived more from thematic or ideological concerns than any organic necessity.,Thomas Vinterberg's The Hunt conveys the sinister swirl of persecution more vividly than any film I can remember.,The Hunt has left me more shaken than any other film I've seen all year.,"It's moving, yet unsettling throughout, especially with an open ending that refuses to give the audience the closure that we foolishly think we'll get."
5153,1 hr. 34 min.,Paul Hyett,2013,Rosie Day,Sean Pertwee,Kevin Howarth,Anna Walton,Jemma Powell,Sean Cronin,21,41,The film's downbeat switchback ending is neither convincing nor earned.,"While lead actress Rosie Day turns in a phenomenal performance, The Seasoning House is more bite than bark, creating an uneven and empty watch.",An expertly crafted thriller and manages to show a heartfelt side of the issue.,"It's atmospheric and a tense journey, arguably not unlike Gravity if you were to replace the vacuum of space with a bunch of angry, accented dudes",The whole thing is laugh-out-loud dumb.
5154,1 hr. 50 min.,Benson Lee,2013,Josh Holloway,Laz Alonso,Josh Peck,Caity Lotz,"Ivan ""Flipz"" Velez",Chris Brown,0,100,,,,,
5155,1 hr. 49 min.,Benson Lee,2013,Josh Holloway,Laz Alonso,Sawandi Wilson,Josh Peck,Caity Lotz,Chris Brown,6,50,"its dramatization of a U.S. dream team's journey to the international showcase is leaden with predictable character types and storytelling clichÃ©s, neither of which its well-executed but oddly infrequent dance sequences are able to overcome.","The actual dancing scenes are occasionally electrifying, if far too sparse, but other than that and the welcome sight of co-star Chris Brown getting clocked in the face, the film barely gets off the ground, much less sticks the landing.","A dead-in-the-soul cash grab of a movie set in the competitive world of B-boy dancing that thinks clichÃ©s, phony melodrama and product placement can substitute for real storytelling and actual characters.","Battle of the Year clearly features lots of brilliant dancers, and I'd be lying if I said I didn't enjoy watching them move. But you wish there were more dancing here.","Despite the reasonable dancing scenes and passable acting by singer Chris Brown, Battle Of The Year is a string of clichÃ©s, stock characters and unbearable melodrama."
5156,1 hr. 45 min.,Michael Landon Jr.,2013,Ali Hillis,Bill Cobbs,Logan Bartholomew,Peter Fonda,Drew Waters,David Mann,18,57,"""The Ultimate Life"" is hampered by a predictable story, stereotypical characters and wooden acting.",A terminally dull piece of faith-based family-values filmmaking designed to appeal strictly to the converted.,"The message of ""The Ultimate Life"" could be summed up on a greeting card.","'The Ultimate Life' is an awkward, mostly dull, but well-intentioned faith-based movie, among the less-than-stellar offerings that, unfortunately, often presented to the sadly under-served faith-based audience that deserves thoughtful screenplays.",Drew Waters talent helps make this family film with a moral message entertaining.
5157,1 hr. 52 min.,Anne Fontaine,2013,Naomi Watts,Robin Wright,Xavier Samuel,James Frecheville,Ben Mendelsohn,Jessica Tovey,31,41,"With its soap-operatic performances, bonkbuster plotline and sparkling seafront setting, all 'Adore' really lacks is a cameo from Alf Stewart",Would Fontaine have made this film if the mothers looked like and were as old as Barbra Streisand and Kathy Bates and the sons weren't built like surfers? Of course not.,This isn't an Oedipus complex. This is a Preposterous complex.,"Cast actresses with the skills that Naomi Watts and Robin Wright bring, give their obliviously icky story some arthouse visual lyricism, and you've got ""Adore.""",This film needed serious judgment: someone to rewrite the underwritten draft of the script and to have a firmer opinion on these terribly unappealing characters
5158,2 hr.,Jay Chou,2013,Jay Chou,Xueqi Wang,Alan Ko,Eric Tsang,Fan Xu,Wang Xueqi,0,55,The candy-colored musical from Taiwanese heartthrob Jay Chou is two-thirds delightful.,"""The Rooftop"" is frenzied, funny and knowing, drenched in lavish, often surreal, imagery.","""The Rooftop"" is a restless boy-fights-for-girl fantasia, too stylistically bulbous a misfire to allow for easy enjoyment as either a demented throwback or a genre hybrid.","Chou, who also wrote and directed, has a good eye for visuals, but when it comes to his screenplay, he could have used a lot more originality.",
5159,1 hr. 28 min.,Calvin Leung,2013,Anthony Berry,Brandon Juezan,Joanna Flores,,,,0,0,,,,,
5160,1 hr. 16 min.,Jason Banker,2013,Sara Anne Jones,James Davidson,Jim Driscoll,Whitleigh Higuera,Damon Johansen,Andy Martin,83,44,"Mr. Banker teases us with a dizzy, dislocating shooting style that throws up a succession of eerily arresting images. Even so, his film never overcomes the fact that watching drugged-out wastrels is rarely interesting ...","Think of it as the CliffsNotes version of Dante Alighieri's ""Inferno.""",The first unique horror film to come along in years.,Director Jason banker finds the ironic beauty that arises from his characters' self-contemptuous and misplaced acts of destruction.,...(often)too much about the party and not enough about the paranormal.
5161,1 hr. 30 min.,Lynn Shelton,2013,Rosemarie DeWitt,Josh Pais,Ellen Page,Scoot McNairy,Allison Janney,Tomo Nakayama,36,21,"Despite its hints of New Age mysticism and serviceable performances from an able cast, Touchy Feely is too entrenched in its dour tone to be uplifting.","The actors are all first-rate and the performances are fascinating, though Shelton, who shuns exposition, makes you work to figure out the interrelationships.","There's something fresh and new here, something that wasn't so dominant in [Shelton's] previous work.",A work that gestures toward depths without truly plumbing them.,"There is strong character work in here, one or two genuinely touching moments, and some good laughs too."
5162,1 hr. 51 min.,Joachim Lafosse,2013,Tahar Rahim,Niels Arestrup,Ã‰milie Dequenne,Baya Belal,StÃ©phane Bissot,Duncan Smith,93,68,"It's an interesting way to tell a story and a devastating journey, particularly since it's based on a real-life incident.","This is a taut psychological study, based on a true story, of the complexities of personal power relationships that begins with the kind of shattering revelation that would be the conclusion of most films.","There is no whodunit here -- the horror is plain in the opening shots -- and the how is presented with great restraint, but the why remains veiled and mysterious long after the film has ended.","Our Children was inspired by a real-life Belgian tragedy, but director Joachim LaFosse has built that news item into his own micro-portrait of coercion dipped in kindness.",At once beautifully realized and brutally uncompromising ...
5163,,Jim Purdy,2013,Juan Riedinger,Elisabetta Fantone,Paulino Nunes,Nicola Correia Damud...,Rodrigo Fernandez-St...,Tony Nardi,0,100,,,,,
5164,1 hr. 33 min.,Swamy M. Kandan,2013,Ali Faulkner,Jonathan Bennett,Karin Duseva,Richard Riehle,Stelio Savante,,0,28,,,,,
5165,1 hr. 30 min.,Luciano Saber,2012,Charlene Tilton,Jeremy London,Kelly Washington,Jonathan Lipnicki,Dragos Beldie,Kristina Kruz,0,0,,,,,
5166,1 hr. 36 min.,Ben Gourley,2012,Benjamin Gourley,Jason Mewes,Izabella Miko,Lindsey J. McKeon,Sunny Mabrey,Patrick Muldoon,0,78,,,,,
5167,1 hr. 28 min.,Ajay Giunta,2013,Kenton Duty,Daniel Flaherty,Katherine McNamara,Kyle Dean Massey,Mary Beth Peil,Alex Boniello,0,54,"""Contest"" more than makes up for some first-time-filmmaker shortcomings with its sincerity and unexpected strengths in the storyline and cinematography.",Strong anti-bullying tone outshines movie's low-budget feel.,,,
5168,2 hr. 33 min.,Denis Villeneuve,2013,Jake Gyllenhaal,Hugh Jackman,Viola Davis,Paul Dano,Maria Bello,Melissa Leo,81,87,"The last half hour, despite the occasional jolt of excitement, is an embarrassment.",I was shocked to learn this is an original screenplay and not an adaptation. Everything about the story stinks of a crappy novel someone bought at an airport.,"This film haunted me for days and weeks after seeing it, and the feeling still lingers.","Prisoners is in the best thriller traditions, but goes deeper into a reflection of one of the greatest moral dilemmas in modern society ... choosing to not only be memorable, but to matter.",Prisoners is a devastating ordeal through the Villeneuve's impressionistic prism. It's a testament to all involved that you want to revisit the ugliness of the story for the artistry of its construction.
5169,1 hr. 52 min.,Luc Besson,2013,Robert De Niro,Michelle Pfeiffer,Tommy Lee Jones,Dianna Agron,John D'Leo,,29,41,"The movie is a curious mess, but the cast is having a grand old time.","De Niro's deadpan humour suits a garden burial perfectly, but we just don't see enough of how we really want him to be.",Features a contender for worst subplot of the year.,A terrible waste of many wonderful talents in front of and behind the camera.,"Could've been an inoffensive enough 90 minute feature, but the film insists on garbling the narrative with useless subplots that...bloat the movie beyond the breaking point."
5170,1 hr. 45 min.,David Lowery,2013,Casey Affleck,Rooney Mara,Ben Foster,Keith Carradine,Kennadie Smith,Jacklynn Smith,79,61,"Director Lowery, in only his second film, offers us a fine modern-day interpretation of classic Terrence Malick.",Please stop it with the goddammed chicks twirling through fields of sun-dappled what already.,Lowery's beautiful Ain't Them Bodies Saints is about sometimes letting go of who you are for a second chance to be who you to want to be.,"The [film's beauty] is not just in the incredible cinematography ... but in the way the film holds back information, blindsiding you with tiny revelations.",A mixed bag of gorgeous images and sounds trapped in an only partially-developed narrative.
5171,1 hr. 46 min.,Jem Cohen,2013,Bobby Sommer,Mary Margaret O'Hara,Ela Piplits,,,,94,59,"Sommer is perfect. So is O'Hara. This is the ""Before Sunrise"" for a very different (and platonic) pair of individuals.","Amid all the looking and dissection, Cohen demonstrates an understanding of the individual need for increasingly elusive privacy that feels urgent, wistful, and quaint.",The quiet time that Johann and Anne spend during museum hours -- and after his shifts on trips around the city -- offer solace in their mutual solitude. Museum Hours is an introverted companion for its viewers.,"The two leads contribute fresh, genuine performances, and what might have been a musty academic exercise gains in tension from Cohen's deft juxtaposing of vocal narration, character detail, and majestic artwork.","It's as if Cohen had lived for centuries among these places, and sometimes with art that encapsulates these centuries, and is pleasantly imprisoned within its strength."
5172,1 hr. 50 min.,Thor Freudenthal,2013,Logan Lerman,Brandon T. Jackson,Alexandra Daddario,Nathan Fillion,Jake Abel,Anthony Head,42,55,...impressively fares almost as well as its above-average predecessor...,the film might have been more charming with Ray Harryhausen effects than with CGI,"Percy Jackson: Sea of Monsters doesn't present a world with depth or originality... but as far as cinematic adaptations of young adult novels go, it thankfully strikes the right tone.""",A good special effects family movie that's every bit as accomplished as 'The Lightning Thief' and possibly better-even if it doesn't follow the fantasy novels like a road map.,"With sequels of this type, we tend to see the stakes raised and the action increased to even more exciting levels than before, but for ""Percy Jackson: Sea of Monsters,"" things are pretty much the same, but somehow made even blander than before."
